return_id,product_id,claim_id,claim_date,claim_qty,status
R07055,P0169,C07055,2025-03-12,5,Approved
R07056,P0169,C07056,2025-02-06,6,Submitted
R07057,P0151,C07057,2025-04-20,2,Submitted
R07058,P0071,C07058,2025-05-06,3,Submitted
R07059,P0003,C07059,2025-04-25,5,Approved
R07060,P0314,C07060,2025-03-03,5,Approved
R07061,P0032,C07061,2025-03-18,7,Submitted
R07062,P0287,C07062,2025-05-03,10,Submitted
R07063,P0082,C07063,2025-04-17,3,Submitted
R07064,P0043,C07064,2025-04-24,5,Approved
R07065,P0391,C07065,2025-03-27,4,Submitted
R07066,P0105,C07066,2025-03-04,5,Submitted
R07067,P0001,C07067,2025-02-09,9,Submitted
R07068,P0061,C07068,2025-04-05,5,Approved
R07069,P0270,C07069,2025-03-13,5,Rejected
R07070,P0180,C07070,2025-02-13,8,Rejected
R07071,P0224,C07071,2025-03-22,2,Submitted
R07072,P0006,C07072,2025-02-20,8,Submitted
R07073,P0103,C07073,2025-05-02,8,Submitted
R07074,P0010,C07074,2025-05-04,2,Submitted
R07075,P0071,C07075,2025-03-12,3,Approved
R07076,P0090,C07076,2025-05-01,6,Submitted
R07077,P0226,C07077,2025-04-14,8,Approved
R07078,P0158,C07078,2025-04-20,7,Submitted
R07079,P0228,C07079,2025-02-16,7,Rejected
R07080,P0405,C07080,2025-04-19,4,Submitted
R07081,P0126,C07081,2025-02-14,7,Submitted
R07082,P0444,C07082,2025-04-05,10,Approved
R07083,P0209,C07083,2025-03-14,4,Approved
R07084,P0097,C07084,2025-02-18,5,Submitted
R07085,P0074,C07085,2025-02-10,6,Rejected
R07086,P0115,C07086,2025-02-15,5,Submitted
R07087,P0191,C07087,2025-04-25,8,Submitted
R07088,P0495,C07088,2025-03-19,9,Rejected
R07089,P0170,C07089,2025-04-05,7,Submitted
R07090,P0307,C07090,2025-03-16,8,Submitted
R07091,P0448,C07091,2025-04-24,4,Approved
R07092,P0204,C07092,2025-04-13,6,Approved
R07093,P0056,C07093,2025-04-06,7,Submitted
R07094,P0208,C07094,2025-03-18,4,Submitted
R07095,P0041,C07095,2025-03-17,4,Submitted
R07096,P0032,C07096,2025-03-13,2,Submitted
R07097,P0015,C07097,2025-03-31,8,Rejected
R07098,P0062,C07098,2025-02-19,4,Submitted
R07099,P0155,C07099,2025-04-02,2,Submitted
R07100,P0284,C07100,2025-04-12,6,Approved
R07101,P0209,C07101,2025-02-04,5,Approved
R07102,P0320,C07102,2025-03-21,6,Approved
R07103,P0494,C07103,2025-03-27,1,Submitted
R07104,P0187,C07104,2025-02-15,7,Approved
R07105,P0498,C07105,2025-02-03,7,Submitted
R07106,P0442,C07106,2025-04-16,5,Submitted
R07107,P0130,C07107,2025-04-03,6,Approved
R07108,P0127,C07108,2025-04-19,3,Submitted
R07109,P0292,C07109,2025-04-29,4,Approved
R07110,P0114,C07110,2025-02-17,5,Submitted
R07111,P0199,C07111,2025-03-20,9,Rejected
R07112,P0013,C07112,2025-03-14,8,Submitted
R07113,P0271,C07113,2025-03-17,3,Rejected
R07114,P0089,C07114,2025-04-03,5,Approved
R07115,P0215,C07115,2025-02-23,5,Approved
R07116,P0444,C07116,2025-02-16,5,Submitted
R07117,P0278,C07117,2025-02-12,9,Rejected
R07118,P0447,C07118,2025-02-21,7,Submitted
R07119,P0474,C07119,2025-03-28,2,Submitted
R07120,P0481,C07120,2025-03-28,9,Approved
R07121,P0203,C07121,2025-04-08,7,Submitted
R07122,P0074,C07122,2025-03-10,8,Submitted
R07123,P0025,C07123,2025-03-31,9,Approved
R07124,P0101,C07124,2025-03-22,7,Submitted
R07125,P0176,C07125,2025-02-19,9,Approved
R07126,P0427,C07126,2025-03-25,2,Approved
R07127,P0117,C07127,2025-04-06,2,Submitted
R07128,P0166,C07128,2025-03-06,3,Submitted
R07129,P0041,C07129,2025-04-30,8,Approved
R07130,P0429,C07130,2025-03-29,2,Approved
R07131,P0344,C07131,2025-04-10,1,Submitted
R07132,P0424,C07132,2025-02-21,5,Submitted
R07133,P0366,C07133,2025-02-26,7,Submitted
R07134,P0120,C07134,2025-04-19,2,Approved
R07135,P0097,C07135,2025-04-02,3,Approved
R07136,P0145,C07136,2025-02-12,5,Submitted
R07137,P0216,C07137,2025-03-09,2,Approved
R07138,P0229,C07138,2025-05-02,4,Approved
R07139,P0313,C07139,2025-04-08,5,Submitted
R07140,P0130,C07140,2025-02-25,10,Approved
R07141,P0352,C07141,2025-02-09,10,Approved
R07142,P0377,C07142,2025-02-28,6,Rejected
R07143,P0318,C07143,2025-03-17,8,Submitted
R07144,P0472,C07144,2025-04-05,4,Submitted
R07145,P0137,C07145,2025-03-20,9,Rejected
R07146,P0324,C07146,2025-04-14,2,Submitted
R07147,P0337,C07147,2025-04-24,3,Submitted
R07148,P0273,C07148,2025-03-26,5,Submitted
R07149,P0117,C07149,2025-03-07,5,Approved
R07150,P0306,C07150,2025-03-04,8,Submitted
R07151,P0368,C07151,2025-03-06,2,Rejected
R07152,P0094,C07152,2025-02-19,2,Submitted
R07153,P0168,C07153,2025-04-23,7,Approved
R07154,P0442,C07154,2025-04-28,4,Submitted
R07155,P0203,C07155,2025-03-24,6,Submitted
R07156,P0341,C07156,2025-05-01,9,Submitted
R07157,P0149,C07157,2025-04-05,2,Rejected
R07158,P0402,C07158,2025-04-13,0,Submitted
R07159,P0183,C07159,2025-03-21,6,Approved
R07160,P0413,C07160,2025-02-24,9,Approved
R07161,P0152,C07161,2025-03-26,5,Submitted
R07162,P0074,C07162,2025-04-20,8,Approved
R07163,P0365,C07163,2025-04-21,6,Submitted
R07164,P0401,C07164,2025-04-15,2,Approved
R07165,P0274,C07165,2025-03-15,5,Submitted
R07166,P0042,C07166,2025-03-16,10,Approved
R07167,P0496,C07167,2025-04-22,9,Approved
R07168,P0212,C07168,2025-02-07,4,Submitted
R07169,P0101,C07169,2025-02-05,3,Submitted
R07170,P0045,C07170,2025-03-09,2,Submitted
R07171,P0082,C07171,2025-03-25,6,Rejected
R07172,P0017,C07172,2025-02-21,5,Submitted
R07173,P0073,C07173,2025-03-20,5,Submitted
R07174,P0014,C07174,2025-03-31,7,Submitted
R07175,P0433,C07175,2025-04-29,5,Rejected
R07176,P0157,C07176,2025-03-14,4,Submitted
R07177,P0223,C07177,2025-05-08,8,Submitted
R07178,P0132,C07178,2025-02-25,9,Approved
R07179,P0338,C07179,2025-03-02,5,Rejected
R07180,P0404,C07180,2025-02-24,5,Approved
R07181,P0376,C07181,2025-03-06,2,Submitted
R07182,P0376,C07182,2025-02-23,3,Submitted
R07183,P0047,C07183,2025-04-21,9,Submitted
R07184,P0107,C07184,2025-02-26,6,Submitted
R07185,P0108,C07185,2025-02-23,8,Submitted
R07186,P0265,C07186,2025-02-22,4,Approved
R07187,P0205,C07187,2025-03-04,1,Approved
R07188,P0079,C07188,2025-02-11,8,Approved
R07189,P0155,C07189,2025-04-23,6,Submitted
R07190,P0271,C07190,2025-02-21,3,Approved
R07191,P0476,C07191,2025-04-05,6,Submitted
R07192,P0485,C07192,2025-05-01,8,Submitted
R07193,P0247,C07193,2025-03-05,1,Submitted
R07194,P0019,C07194,2025-02-23,5,Submitted
R07195,P0346,C07195,2025-03-20,1,Submitted
R07196,P0436,C07196,2025-03-15,3,Submitted
R07197,P0026,C07197,2025-03-08,0,Submitted
R07198,P0217,C07198,2025-02-20,6,Submitted
R07199,P0154,C07199,2025-03-30,7,Submitted
R07200,P0154,C07200,2025-04-18,0,Rejected
R07201,P0174,C07201,2025-04-06,4,Rejected
R07202,P0092,C07202,2025-03-20,3,Rejected
R07203,P0433,C07203,2025-04-07,8,Approved
R07204,P0338,C07204,2025-02-17,7,Rejected
R07205,P0480,C07205,2025-04-27,2,Approved
R07206,P0181,C07206,2025-02-17,5,Rejected
R07207,P0131,C07207,2025-02-26,5,Approved
R07208,P0450,C07208,2025-03-30,5,Approved
R07209,P0481,C07209,2025-04-06,9,Submitted
R07210,P0298,C07210,2025-03-03,5,Approved
R07211,P0275,C07211,2025-03-18,2,Rejected
R07212,P0273,C07212,2025-04-08,5,Submitted
R07213,P0492,C07213,2025-04-27,0,Submitted
R07214,P0417,C07214,2025-04-17,7,Submitted
R07215,P0076,C07215,2025-03-28,5,Approved
R07216,P0177,C07216,2025-04-24,6,Approved
R07217,P0184,C07217,2025-03-02,3,Submitted
R07218,P0319,C07218,2025-02-15,4,Submitted
R07219,P0131,C07219,2025-03-01,9,Rejected
R07220,P0363,C07220,2025-04-01,9,Approved
R07221,P0049,C07221,2025-02-27,2,Submitted
R07222,P0055,C07222,2025-02-17,1,Approved
R07223,P0154,C07223,2025-03-26,2,Submitted
R07224,P0355,C07224,2025-04-02,8,Submitted
R07225,P0200,C07225,2025-03-25,3,Approved
R07226,P0308,C07226,2025-04-10,5,Approved
R07227,P0356,C07227,2025-04-20,3,Submitted
R07228,P0373,C07228,2025-04-17,1,Submitted
R07229,P0118,C07229,2025-04-05,6,Submitted
R07230,P0263,C07230,2025-02-19,6,Rejected
R07231,P0046,C07231,2025-03-10,7,Approved
R07232,P0302,C07232,2025-04-22,3,Submitted
R07233,P0356,C07233,2025-04-17,9,Submitted
R07234,P0400,C07234,2025-03-14,3,Submitted
R07235,P0408,C07235,2025-03-28,1,Approved
R07236,P0189,C07236,2025-02-23,4,Submitted
R07237,P0310,C07237,2025-04-08,9,Submitted
R07238,P0318,C07238,2025-03-21,5,Approved
R07239,P0129,C07239,2025-03-24,5,Submitted
R07240,P0049,C07240,2025-05-08,1,Submitted
R07241,P0025,C07241,2025-03-19,5,Submitted
R07242,P0266,C07242,2025-04-01,10,Approved
R07243,P0118,C07243,2025-04-09,2,Approved
R07244,P0464,C07244,2025-04-17,0,Submitted
R07245,P0144,C07245,2025-04-01,4,Submitted
R07246,P0442,C07246,2025-02-27,3,Submitted
R07247,P0200,C07247,2025-05-02,2,Submitted
R07248,P0157,C07248,2025-03-22,3,Submitted
R07249,P0487,C07249,2025-03-04,2,Submitted
R07250,P0348,C07250,2025-03-01,1,Rejected
R07251,P0134,C07251,2025-03-20,5,Approved
R07252,P0400,C07252,2025-03-10,9,Approved
R07253,P0148,C07253,2025-02-24,6,Approved
R07254,P0336,C07254,2025-04-21,8,Approved
R07255,P0071,C07255,2025-02-25,9,Approved
R07256,P0233,C07256,2025-02-18,2,Approved
R07257,P0334,C07257,2025-04-12,3,Submitted
R07258,P0299,C07258,2025-03-01,1,Submitted
R07259,P0154,C07259,2025-03-20,8,Submitted
R07260,P0090,C07260,2025-02-27,4,Rejected
R07261,P0334,C07261,2025-02-08,10,Submitted
R07262,P0199,C07262,2025-03-26,2,Submitted
R07263,P0161,C07263,2025-03-10,3,Approved
R07264,P0026,C07264,2025-03-23,1,Submitted
R07265,P0121,C07265,2025-03-12,3,Rejected
R07266,P0301,C07266,2025-03-15,6,Submitted
R07267,P0212,C07267,2025-03-25,10,Approved
R07268,P0063,C07268,2025-03-07,0,Approved
R07269,P0451,C07269,2025-02-04,6,Rejected
R07270,P0436,C07270,2025-03-20,2,Submitted
R07271,P0068,C07271,2025-03-01,8,Approved
R07272,P0253,C07272,2025-02-08,3,Submitted
R07273,P0410,C07273,2025-04-27,4,Submitted
R07274,P0459,C07274,2025-03-06,7,Submitted
R07275,P0002,C07275,2025-03-23,1,Approved
R07276,P0398,C07276,2025-03-25,3,Submitted
R07277,P0108,C07277,2025-02-12,5,Submitted
R07278,P0286,C07278,2025-02-27,4,Submitted
R07279,P0049,C07279,2025-03-01,5,Submitted
R07280,P0140,C07280,2025-02-13,3,Submitted
R07281,P0218,C07281,2025-03-11,10,Submitted
R07282,P0044,C07282,2025-03-29,7,Rejected
R07283,P0417,C07283,2025-03-10,6,Submitted
R07284,P0269,C07284,2025-04-03,0,Submitted
R07285,P0078,C07285,2025-03-03,3,Approved
R07286,P0216,C07286,2025-04-18,7,Submitted
R07287,P0382,C07287,2025-04-18,5,Submitted
R07288,P0098,C07288,2025-04-26,3,Submitted
R07289,P0236,C07289,2025-02-22,8,Approved
R07290,P0282,C07290,2025-04-04,7,Rejected
R07291,P0149,C07291,2025-02-16,4,Submitted
R07292,P0412,C07292,2025-04-19,7,Submitted
R07293,P0304,C07293,2025-04-14,3,Submitted
R07294,P0484,C07294,2025-03-27,8,Submitted
R07295,P0424,C07295,2025-03-05,0,Submitted
R07296,P0066,C07296,2025-04-14,0,Approved
R07297,P0234,C07297,2025-03-06,6,Submitted
R07298,P0457,C07298,2025-03-13,6,Approved
R07299,P0087,C07299,2025-05-10,9,Submitted
R07300,P0079,C07300,2025-05-04,7,Rejected
R07301,P0205,C07301,2025-04-25,8,Submitted
R07302,P0279,C07302,2025-04-13,10,Approved
R07303,P0337,C07303,2025-02-05,7,Approved
R07304,P0254,C07304,2025-04-02,6,Approved
R07305,P0304,C07305,2025-05-02,4,Submitted
R07306,P0380,C07306,2025-04-29,3,Submitted
R07307,P0130,C07307,2025-04-24,6,Approved
R07308,P0084,C07308,2025-02-22,6,Approved
R07309,P0276,C07309,2025-04-17,6,Submitted
R07310,P0187,C07310,2025-02-23,2,Submitted
R07311,P0046,C07311,2025-03-04,9,Submitted
R07312,P0387,C07312,2025-04-04,2,Approved
R07313,P0183,C07313,2025-03-23,4,Approved
R07314,P0268,C07314,2025-03-25,3,Approved
R07315,P0296,C07315,2025-04-23,4,Submitted
R07316,P0322,C07316,2025-03-08,7,Submitted
R07317,P0100,C07317,2025-02-18,3,Approved
R07318,P0078,C07318,2025-04-22,4,Submitted
R07319,P0272,C07319,2025-03-14,7,Submitted
R07320,P0339,C07320,2025-05-05,5,Submitted
R07321,P0162,C07321,2025-03-16,1,Submitted
R07322,P0044,C07322,2025-03-13,4,Approved
R07323,P0238,C07323,2025-04-26,8,Submitted
R07324,P0134,C07324,2025-02-13,1,Submitted
R07325,P0461,C07325,2025-02-15,5,Submitted
R07326,P0192,C07326,2025-04-29,5,Approved
R07327,P0356,C07327,2025-03-07,9,Submitted
R07328,P0278,C07328,2025-04-11,7,Approved
R07329,P0018,C07329,2025-03-21,9,Submitted
R07330,P0012,C07330,2025-04-04,4,Submitted
R07331,P0180,C07331,2025-03-10,1,Submitted
R07332,P0123,C07332,2025-03-02,3,Rejected
R07333,P0246,C07333,2025-03-21,1,Submitted
R07334,P0222,C07334,2025-04-18,8,Approved
R07335,P0373,C07335,2025-04-11,7,Rejected
R07336,P0051,C07336,2025-04-14,0,Submitted
R07337,P0488,C07337,2025-03-05,4,Approved
R07338,P0071,C07338,2025-03-26,6,Submitted
R07339,P0480,C07339,2025-03-28,7,Submitted
R07340,P0048,C07340,2025-02-10,4,Submitted
R07341,P0019,C07341,2025-02-17,2,Approved
R07342,P0262,C07342,2025-05-08,6,Submitted
R07343,P0084,C07343,2025-05-11,6,Submitted
R07344,P0155,C07344,2025-03-29,6,Submitted
R07345,P0053,C07345,2025-04-22,3,Submitted
R07346,P0107,C07346,2025-04-25,5,Approved
R07347,P0357,C07347,2025-03-28,6,Submitted
R07348,P0304,C07348,2025-03-15,9,Rejected
R07349,P0135,C07349,2025-03-09,2,Approved
R07350,P0443,C07350,2025-05-06,1,Approved
R07351,P0069,C07351,2025-02-09,5,Submitted
R07352,P0011,C07352,2025-03-11,8,Submitted
R07353,P0143,C07353,2025-03-19,4,Submitted
R07354,P0192,C07354,2025-03-10,0,Submitted
R07355,P0387,C07355,2025-04-30,1,Submitted
R07356,P0378,C07356,2025-04-04,10,Submitted
R07357,P0069,C07357,2025-03-02,3,Rejected
R07358,P0023,C07358,2025-02-22,0,Submitted
R07359,P0181,C07359,2025-04-11,8,Submitted
R07360,P0293,C07360,2025-02-25,2,Approved
R07361,P0009,C07361,2025-04-17,3,Submitted
R07362,P0271,C07362,2025-03-31,2,Submitted
R07363,P0387,C07363,2025-02-07,0,Submitted
R07364,P0093,C07364,2025-02-19,10,Submitted
R07365,P0454,C07365,2025-05-04,2,Submitted
R07366,P0017,C07366,2025-03-09,7,Submitted
R07367,P0154,C07367,2025-02-25,6,Submitted
R07368,P0405,C07368,2025-03-09,5,Submitted
R07369,P0328,C07369,2025-03-23,6,Submitted
R07370,P0149,C07370,2025-03-22,5,Approved
R07371,P0377,C07371,2025-03-09,4,Submitted
R07372,P0267,C07372,2025-02-04,2,Submitted
R07373,P0422,C07373,2025-03-11,7,Approved
R07374,P0328,C07374,2025-04-26,7,Approved
R07375,P0106,C07375,2025-03-14,7,Submitted
R07376,P0472,C07376,2025-05-07,7,Rejected
R07377,P0381,C07377,2025-02-13,6,Approved
R07378,P0035,C07378,2025-03-17,6,Submitted
R07379,P0119,C07379,2025-04-17,7,Rejected
R07380,P0014,C07380,2025-03-17,4,Submitted
R07381,P0014,C07381,2025-05-02,8,Rejected
R07382,P0266,C07382,2025-02-21,4,Submitted
R07383,P0140,C07383,2025-04-21,5,Submitted
R07384,P0294,C07384,2025-03-06,7,Approved
R07385,P0364,C07385,2025-04-21,8,Submitted
R07386,P0119,C07386,2025-04-05,2,Submitted
R07387,P0238,C07387,2025-02-23,5,Approved
R07388,P0034,C07388,2025-03-29,5,Submitted
R07389,P0169,C07389,2025-03-07,5,Rejected
R07390,P0010,C07390,2025-02-28,4,Submitted
R07391,P0122,C07391,2025-04-07,9,Approved
R07392,P0401,C07392,2025-03-23,7,Submitted
R07393,P0145,C07393,2025-02-23,10,Submitted
R07394,P0451,C07394,2025-05-08,10,Submitted
R07395,P0446,C07395,2025-03-17,7,Approved
R07396,P0223,C07396,2025-04-20,6,Submitted
R07397,P0371,C07397,2025-03-31,4,Submitted
R07398,P0257,C07398,2025-03-01,9,Submitted
R07399,P0268,C07399,2025-03-07,3,Submitted
R07400,P0359,C07400,2025-03-26,4,Submitted
R07401,P0004,C07401,2025-03-26,2,Approved
R07402,P0426,C07402,2025-03-20,3,Submitted
R07403,P0397,C07403,2025-02-14,0,Submitted
R07404,P0354,C07404,2025-02-15,5,Rejected
R07405,P0106,C07405,2025-04-09,1,Approved
R07406,P0085,C07406,2025-04-25,3,Rejected
R07407,P0214,C07407,2025-03-11,5,Rejected
R07408,P0121,C07408,2025-04-20,6,Submitted
R07409,P0132,C07409,2025-04-17,0,Rejected
R07410,P0338,C07410,2025-03-09,5,Submitted
R07411,P0197,C07411,2025-04-19,3,Rejected
R07412,P0019,C07412,2025-04-25,6,Submitted
R07413,P0130,C07413,2025-03-16,6,Submitted
R07414,P0012,C07414,2025-02-18,8,Approved
R07415,P0081,C07415,2025-04-06,5,Approved
R07416,P0330,C07416,2025-03-15,3,Approved
R07417,P0354,C07417,2025-03-14,4,Submitted
R07418,P0262,C07418,2025-04-05,4,Submitted
R07419,P0392,C07419,2025-04-11,2,Approved
R07420,P0125,C07420,2025-02-14,5,Submitted
R07421,P0307,C07421,2025-04-05,6,Approved
R07422,P0267,C07422,2025-02-08,7,Submitted
R07423,P0447,C07423,2025-04-24,6,Submitted
R07424,P0441,C07424,2025-02-21,8,Approved
R07425,P0383,C07425,2025-04-27,6,Approved
R07426,P0140,C07426,2025-03-22,3,Rejected
R07427,P0329,C07427,2025-04-03,9,Submitted
R07428,P0002,C07428,2025-02-09,8,Rejected
R07429,P0008,C07429,2025-04-17,1,Rejected
R07430,P0250,C07430,2025-04-27,0,Approved
R07431,P0139,C07431,2025-05-02,6,Approved
R07432,P0124,C07432,2025-03-12,3,Approved
R07433,P0309,C07433,2025-04-18,1,Submitted
R07434,P0228,C07434,2025-02-12,5,Submitted
R07435,P0010,C07435,2025-03-14,7,Approved
R07436,P0469,C07436,2025-04-12,8,Rejected
R07437,P0212,C07437,2025-03-23,7,Submitted
R07438,P0112,C07438,2025-04-13,6,Approved
R07439,P0008,C07439,2025-03-10,1,Approved
R07440,P0292,C07440,2025-02-21,6,Submitted
R07441,P0477,C07441,2025-02-22,4,Submitted
R07442,P0362,C07442,2025-02-13,8,Approved
R07443,P0460,C07443,2025-02-07,8,Submitted
R07444,P0253,C07444,2025-04-05,7,Submitted
R07445,P0014,C07445,2025-04-12,4,Approved
R07446,P0240,C07446,2025-03-23,6,Approved
R07447,P0438,C07447,2025-03-11,9,Submitted
R07448,P0242,C07448,2025-03-12,6,Approved
R07449,P0469,C07449,2025-02-28,4,Submitted
R07450,P0342,C07450,2025-02-12,3,Submitted
R07451,P0149,C07451,2025-03-02,6,Approved
R07452,P0236,C07452,2025-04-10,6,Approved
R07453,P0306,C07453,2025-02-20,2,Submitted
R07454,P0478,C07454,2025-04-09,3,Submitted
R07455,P0167,C07455,2025-03-24,10,Approved
R07456,P0020,C07456,2025-03-16,1,Approved
R07457,P0216,C07457,2025-02-15,8,Submitted
R07458,P0343,C07458,2025-04-04,10,Submitted
R07459,P0135,C07459,2025-04-14,5,Submitted
R07460,P0393,C07460,2025-03-20,7,Submitted
R07461,P0129,C07461,2025-03-24,6,Submitted
R07462,P0410,C07462,2025-03-02,0,Submitted
R07463,P0422,C07463,2025-02-25,7,Submitted
R07464,P0294,C07464,2025-04-20,9,Submitted
R07465,P0246,C07465,2025-04-05,1,Submitted
R07466,P0189,C07466,2025-02-25,9,Submitted
R07467,P0044,C07467,2025-02-14,3,Approved
R07468,P0086,C07468,2025-04-14,5,Submitted
R07469,P0044,C07469,2025-02-19,8,Approved
R07470,P0330,C07470,2025-04-07,5,Approved
R07471,P0375,C07471,2025-02-04,9,Submitted
R07472,P0446,C07472,2025-03-01,7,Submitted
R07473,P0378,C07473,2025-03-15,8,Approved
R07474,P0390,C07474,2025-02-19,8,Submitted
R07475,P0145,C07475,2025-04-12,9,Submitted
R07476,P0051,C07476,2025-04-25,6,Approved
R07477,P0242,C07477,2025-03-24,5,Submitted
R07478,P0294,C07478,2025-03-18,8,Approved
R07479,P0408,C07479,2025-02-10,7,Rejected
R07480,P0051,C07480,2025-04-03,8,Submitted
R07481,P0266,C07481,2025-03-24,6,Submitted
R07482,P0120,C07482,2025-04-03,3,Submitted
R07483,P0200,C07483,2025-04-11,7,Rejected
R07484,P0405,C07484,2025-02-14,7,Submitted
R07485,P0248,C07485,2025-04-12,3,Submitted
R07486,P0070,C07486,2025-03-17,6,Submitted
R07487,P0341,C07487,2025-04-05,9,Submitted
R07488,P0057,C07488,2025-02-15,2,Submitted
R07489,P0382,C07489,2025-03-14,5,Submitted
R07490,P0039,C07490,2025-02-25,4,Submitted
R07491,P0472,C07491,2025-03-05,9,Rejected
R07492,P0289,C07492,2025-04-28,7,Approved
R07493,P0443,C07493,2025-02-22,5,Approved
R07494,P0018,C07494,2025-02-12,2,Submitted
R07495,P0440,C07495,2025-02-12,9,Submitted
R07496,P0220,C07496,2025-02-12,8,Approved
R07497,P0313,C07497,2025-04-20,5,Submitted
R07498,P0244,C07498,2025-04-13,6,Submitted
R07499,P0352,C07499,2025-02-12,8,Submitted
R07500,P0460,C07500,2025-05-05,8,Submitted
R07501,P0304,C07501,2025-02-10,4,Submitted
R07502,P0298,C07502,2025-04-26,5,Submitted
R07503,P0283,C07503,2025-04-09,6,Submitted
R07504,P0074,C07504,2025-04-12,4,Approved
R07505,P0110,C07505,2025-02-07,9,Submitted
R07506,P0180,C07506,2025-03-24,10,Rejected
R07507,P0426,C07507,2025-04-20,1,Approved
R07508,P0032,C07508,2025-03-11,8,Approved
R07509,P0234,C07509,2025-04-05,8,Rejected
R07510,P0282,C07510,2025-03-31,5,Submitted
R07511,P0025,C07511,2025-05-01,4,Approved
R07512,P0331,C07512,2025-03-17,8,Approved
R07513,P0279,C07513,2025-03-13,8,Submitted
R07514,P0226,C07514,2025-03-01,9,Submitted
R07515,P0057,C07515,2025-02-13,8,Submitted
R07516,P0180,C07516,2025-03-06,2,Submitted
R07517,P0232,C07517,2025-02-04,7,Rejected
R07518,P0382,C07518,2025-04-09,1,Submitted
R07519,P0343,C07519,2025-02-08,8,Submitted
R07520,P0477,C07520,2025-03-01,6,Rejected
R07521,P0287,C07521,2025-02-28,1,Submitted
R07522,P0064,C07522,2025-04-10,3,Approved
R07523,P0455,C07523,2025-03-03,9,Rejected
R07524,P0232,C07524,2025-04-04,5,Approved
R07525,P0289,C07525,2025-02-11,2,Approved
R07526,P0213,C07526,2025-04-26,2,Approved
R07527,P0258,C07527,2025-03-10,6,Approved
R07528,P0018,C07528,2025-04-20,2,Submitted
R07529,P0175,C07529,2025-03-19,8,Submitted
R07530,P0417,C07530,2025-05-08,2,Submitted
R07531,P0229,C07531,2025-04-14,5,Approved
R07532,P0226,C07532,2025-04-21,2,Approved
R07533,P0084,C07533,2025-04-26,5,Submitted
R07534,P0291,C07534,2025-04-03,4,Approved
R07535,P0435,C07535,2025-03-02,8,Approved
R07536,P0370,C07536,2025-02-18,2,Approved
R07537,P0246,C07537,2025-03-05,2,Submitted
R07538,P0402,C07538,2025-04-06,6,Submitted
R07539,P0110,C07539,2025-03-15,9,Submitted
R07540,P0254,C07540,2025-05-04,6,Submitted
R07541,P0088,C07541,2025-04-19,10,Submitted
R07542,P0072,C07542,2025-02-17,5,Approved
R07543,P0381,C07543,2025-02-21,4,Submitted
R07544,P0030,C07544,2025-04-13,10,Submitted
R07545,P0172,C07545,2025-04-09,3,Approved
R07546,P0309,C07546,2025-05-10,5,Submitted
R07547,P0394,C07547,2025-04-04,6,Approved
R07548,P0343,C07548,2025-02-09,4,Rejected
R07549,P0436,C07549,2025-02-09,5,Approved
R07550,P0177,C07550,2025-05-04,5,Approved
R07551,P0139,C07551,2025-03-16,5,Approved
R07552,P0194,C07552,2025-03-22,7,Submitted
R07553,P0186,C07553,2025-04-18,6,Submitted
R07554,P0218,C07554,2025-03-26,2,Submitted
R07555,P0164,C07555,2025-04-06,3,Submitted
R07556,P0161,C07556,2025-02-11,8,Submitted
R07557,P0431,C07557,2025-02-08,4,Submitted
R07558,P0013,C07558,2025-04-12,1,Approved
R07559,P0296,C07559,2025-02-15,6,Approved
R07560,P0089,C07560,2025-02-27,4,Submitted
R07561,P0324,C07561,2025-03-17,4,Submitted
R07562,P0042,C07562,2025-03-03,6,Approved
R07563,P0403,C07563,2025-02-10,4,Approved
R07564,P0210,C07564,2025-02-18,2,Submitted
R07565,P0229,C07565,2025-03-24,4,Submitted
R07566,P0350,C07566,2025-02-26,3,Submitted
R07567,P0275,C07567,2025-03-10,5,Submitted
R07568,P0442,C07568,2025-04-02,3,Approved
R07569,P0279,C07569,2025-03-02,7,Submitted
R07570,P0251,C07570,2025-04-09,1,Submitted
R07571,P0310,C07571,2025-05-05,3,Submitted
R07572,P0208,C07572,2025-03-22,9,Rejected
R07573,P0321,C07573,2025-04-25,6,Submitted
R07574,P0140,C07574,2025-02-14,2,Submitted
R07575,P0280,C07575,2025-03-08,2,Approved
R07576,P0034,C07576,2025-04-16,4,Approved
R07577,P0309,C07577,2025-02-14,2,Approved
R07578,P0392,C07578,2025-04-15,0,Submitted
R07579,P0018,C07579,2025-03-18,2,Rejected
R07580,P0057,C07580,2025-04-19,3,Submitted
R07581,P0112,C07581,2025-04-10,10,Submitted
R07582,P0005,C07582,2025-03-01,9,Submitted
R07583,P0410,C07583,2025-04-14,10,Submitted
R07584,P0414,C07584,2025-03-06,6,Submitted
R07585,P0182,C07585,2025-02-22,7,Approved
R07586,P0013,C07586,2025-02-12,4,Submitted
R07587,P0339,C07587,2025-04-26,7,Approved
R07588,P0285,C07588,2025-05-05,5,Approved
R07589,P0259,C07589,2025-04-21,4,Approved
R07590,P0090,C07590,2025-04-10,0,Approved
R07591,P0104,C07591,2025-03-03,3,Approved
R07592,P0379,C07592,2025-04-27,4,Approved
R07593,P0186,C07593,2025-03-21,1,Approved
R07594,P0250,C07594,2025-02-24,1,Submitted
R07595,P0255,C07595,2025-03-31,9,Submitted
R07596,P0076,C07596,2025-02-13,1,Submitted
R07597,P0386,C07597,2025-03-25,7,Approved
R07598,P0459,C07598,2025-05-07,10,Submitted
