return_id,order_id,product_id,return_date,reason,qty,supplier_id,product_name,cost_price,return_policy_days,claim_id,claim_date,claim_qty,status,order_date,days_since_order,within_policy,qty_match,reconciliation_status,mismatch_reason,return_week
R07232,O07232,P0302,2025-04-22,Expired,2,S026,Drug,270.36,51,C07232,2025-04-22,3,Submitted,2025-01-26,86,False,False,Mismatched,Late & Qty Mismatch,17
R07233,O07233,P0356,2025-04-10,Damaged,9,S030,Such,324.79,19,C07233,2025-04-17,9,Submitted,2025-04-06,4,True,True,Matched,No Issue,15
R07234,O07234,P0400,2025-03-07,Expired,2,S030,Able,379.73,56,C07234,2025-03-14,3,Submitted,2025-01-05,61,False,False,Mismatched,Late & Qty Mismatch,10
R07235,O07235,P0408,2025-03-20,Expired,2,S027,Land,15.31,26,C07235,2025-03-28,1,Approved,2024-12-08,102,False,False,Mismatched,Late & Qty Mismatch,12
R07236,O07236,P0189,2025-02-18,Damaged,5,S014,Enter,269.53,54,C07236,2025-02-23,4,Submitted,2025-02-07,11,True,False,Mismatched,Qty Mismatch,8
R07237,O07237,P0310,2025-04-07,Defective,9,S003,Drop,142.71,25,C07237,2025-04-08,9,Submitted,2025-01-17,80,False,True,Mismatched,Late Return,15
R07238,O07238,P0318,2025-03-21,Wrong Item,4,S044,Economy,94.91,34,C07238,2025-03-21,5,Approved,2025-02-20,29,True,False,Mismatched,Qty Mismatch,12
R07239,O07239,P0129,2025-03-17,Defective,6,S043,Drop,13.41,40,C07239,2025-03-24,5,Submitted,2024-12-25,82,False,False,Mismatched,Late & Qty Mismatch,12
R07240,O07240,P0049,2025-04-29,Wrong Item,2,S005,Source,277.89,32,C07240,2025-05-08,1,Submitted,2025-01-24,95,False,False,Mismatched,Late & Qty Mismatch,18
R07241,O07241,P0025,2025-03-16,Changed Mind,4,S018,Agreement,233.47,40,C07241,2025-03-19,5,Submitted,2025-03-01,15,True,False,Mismatched,Qty Mismatch,11
R07242,O07242,P0266,2025-03-26,Expired,9,S031,Career,372.98,27,C07242,2025-04-01,10,Approved,2025-03-25,1,True,False,Mismatched,Qty Mismatch,13
R07243,O07243,P0118,2025-03-31,Damaged,2,S017,Wish,101.42,88,C07243,2025-04-09,2,Approved,2025-01-15,75,True,True,Matched,No Issue,14
R07244,O07244,P0464,2025-04-14,Changed Mind,1,S012,Worry,295.85,43,C07244,2025-04-17,0,Submitted,2024-12-23,112,False,False,Mismatched,Late & Qty Mismatch,16
R07245,O07245,P0144,2025-04-01,Wrong Item,4,S032,Difference,157.43,41,C07245,2025-04-01,4,Submitted,2024-12-06,116,False,True,Mismatched,Late Return,14
R07246,O07246,P0442,2025-02-20,Defective,4,S020,Physical,493.45,43,C07246,2025-02-27,3,Submitted,2025-02-18,2,True,False,Mismatched,Qty Mismatch,8
R07247,O07247,P0200,2025-04-23,Damaged,1,S003,Social,392.14,65,C07247,2025-05-02,2,Submitted,2025-04-16,7,True,False,Mismatched,Qty Mismatch,17
R07248,O07248,P0157,2025-03-14,Expired,4,S021,Option,339.35,60,C07248,2025-03-22,3,Submitted,2025-02-06,36,True,False,Mismatched,Qty Mismatch,11
R07249,O07249,P0487,2025-02-23,Changed Mind,3,S021,Black,32.27,75,C07249,2025-03-04,2,Submitted,2025-01-02,52,True,False,Mismatched,Qty Mismatch,8
R07250,O07250,P0348,2025-02-21,Expired,2,S040,Report,32.2,23,C07250,2025-03-01,1,Rejected,2024-12-29,54,False,False,Mismatched,Late & Qty Mismatch,8
R07251,O07251,P0134,2025-03-12,Wrong Item,4,S016,Institution,175.43,84,C07251,2025-03-20,5,Approved,2024-12-15,87,False,False,Mismatched,Late & Qty Mismatch,11
R07252,O07252,P0400,2025-03-07,Expired,8,S030,Able,379.73,56,C07252,2025-03-10,9,Approved,2025-01-18,48,True,False,Mismatched,Qty Mismatch,10
R07253,O07253,P0148,2025-02-16,Defective,7,S032,Usually,256.31,54,C07253,2025-02-24,6,Approved,2024-10-23,116,False,False,Mismatched,Late & Qty Mismatch,7
R07254,O07254,P0336,2025-04-18,Changed Mind,9,S049,Customer,29.96,76,C07254,2025-04-21,8,Approved,2025-01-20,88,False,False,Mismatched,Late & Qty Mismatch,16
R07255,O07255,P0071,2025-02-24,Changed Mind,8,S034,Themselves,388.4,79,C07255,2025-02-25,9,Approved,2024-12-28,58,True,False,Mismatched,Qty Mismatch,9
R07256,O07256,P0233,2025-02-09,Defective,1,S036,Notice,292.68,28,C07256,2025-02-18,2,Approved,2024-12-12,59,False,False,Mismatched,Late & Qty Mismatch,6
R07257,O07257,P0334,2025-04-10,Expired,2,S030,Surface,66.88,49,C07257,2025-04-12,3,Submitted,2025-01-12,88,False,False,Mismatched,Late & Qty Mismatch,15
R07258,O07258,P0299,2025-02-28,Defective,2,S012,Against,315.22,82,C07258,2025-03-01,1,Submitted,2024-12-13,77,True,False,Mismatched,Qty Mismatch,9
R07259,O07259,P0154,2025-03-20,Damaged,8,S028,Chair,249.83,31,C07259,2025-03-20,8,Submitted,2024-11-22,118,False,True,Mismatched,Late Return,12
R07260,O07260,P0090,2025-02-22,Defective,4,S015,Blood,241.39,62,C07260,2025-02-27,4,Rejected,2025-01-08,45,True,True,Matched,No Issue,8
R07261,O07261,P0334,2025-02-05,Expired,9,S030,Surface,66.88,49,C07261,2025-02-08,10,Submitted,2024-10-29,99,False,False,Mismatched,Late & Qty Mismatch,6
R07262,O07262,P0199,2025-03-20,Defective,2,S007,Not,444.67,58,C07262,2025-03-26,2,Submitted,2025-01-17,62,False,True,Mismatched,Late Return,12
R07263,O07263,P0161,2025-03-04,Wrong Item,4,S041,Pattern,190.21,79,C07263,2025-03-10,3,Approved,2024-12-16,78,True,False,Mismatched,Qty Mismatch,10
R07264,O07264,P0026,2025-03-14,Defective,1,S032,Option,394.74,42,C07264,2025-03-23,1,Submitted,2025-02-11,31,True,True,Matched,No Issue,11
R07265,O07265,P0121,2025-03-12,Defective,3,S020,Onto,405.65,28,C07265,2025-03-12,3,Rejected,2025-01-06,65,False,True,Mismatched,Late Return,11
R07266,O07266,P0301,2025-03-07,Expired,6,S001,Once,35.32,73,C07266,2025-03-15,6,Submitted,2024-12-13,84,False,True,Mismatched,Late Return,10
R07267,O07267,P0212,2025-03-18,Damaged,9,S037,Type,349.03,26,C07267,2025-03-25,10,Approved,2025-03-15,3,True,False,Mismatched,Qty Mismatch,12
R07268,O07268,P0063,2025-02-26,Damaged,1,S001,Machine,416.08,24,C07268,2025-03-07,0,Approved,2025-01-29,28,False,False,Mismatched,Late & Qty Mismatch,9
R07269,O07269,P0451,2025-02-04,Expired,5,S026,Over,390.8,20,C07269,2025-02-04,6,Rejected,2024-12-18,48,False,False,Mismatched,Late & Qty Mismatch,6
R07270,O07270,P0436,2025-03-13,Expired,2,S036,Art,353.47,79,C07270,2025-03-20,2,Submitted,2024-12-11,92,False,True,Mismatched,Late Return,11
R07271,O07271,P0068,2025-02-25,Expired,7,S049,Bar,403.08,64,C07271,2025-03-01,8,Approved,2025-02-03,22,True,False,Mismatched,Qty Mismatch,9
R07272,O07272,P0253,2025-02-08,Wrong Item,4,S022,Unit,427.06,53,C07272,2025-02-08,3,Submitted,2025-02-06,2,True,False,Mismatched,Qty Mismatch,6
R07273,O07273,P0410,2025-04-24,Changed Mind,5,S004,Side,54.73,80,C07273,2025-04-27,4,Submitted,2025-03-02,53,True,False,Mismatched,Qty Mismatch,17
R07274,O07274,P0459,2025-02-28,Defective,8,S025,Really,37.59,18,C07274,2025-03-06,7,Submitted,2025-02-08,20,False,False,Mismatched,Late & Qty Mismatch,9
R07275,O07275,P0002,2025-03-19,Expired,2,S009,Brother,475.85,49,C07275,2025-03-23,1,Approved,2024-12-30,79,False,False,Mismatched,Late & Qty Mismatch,12
R07276,O07276,P0398,2025-03-23,Expired,3,S029,Community,220.21,45,C07276,2025-03-25,3,Submitted,2025-02-08,43,True,True,Matched,No Issue,12
R07277,O07277,P0108,2025-02-09,Expired,5,S033,Politics,380.22,81,C07277,2025-02-12,5,Submitted,2025-01-21,19,True,True,Matched,No Issue,6
R07278,O07278,P0286,2025-02-26,Damaged,4,S008,Inside,27.61,28,C07278,2025-02-27,4,Submitted,2024-11-20,98,False,True,Mismatched,Late Return,9
R07279,O07279,P0049,2025-02-22,Expired,5,S005,Source,277.89,32,C07279,2025-03-01,5,Submitted,2024-12-28,56,False,True,Mismatched,Late Return,8
R07280,O07280,P0140,2025-02-12,Defective,3,S040,Our,486.17,31,C07280,2025-02-13,3,Submitted,2024-12-06,68,False,True,Mismatched,Late Return,7
R07281,O07281,P0218,2025-03-06,Expired,9,S022,Movement,375.78,39,C07281,2025-03-11,10,Submitted,2024-11-15,111,False,False,Mismatched,Late & Qty Mismatch,10
R07282,O07282,P0044,2025-03-23,Defective,8,S006,Knowledge,455.57,59,C07282,2025-03-29,7,Rejected,2024-12-24,89,False,False,Mismatched,Late & Qty Mismatch,12
R07283,O07283,P0417,2025-03-04,Wrong Item,6,S038,Customer,153.67,49,C07283,2025-03-10,6,Submitted,2024-12-24,70,False,True,Mismatched,Late Return,10
R07284,O07284,P0269,2025-04-03,Changed Mind,1,S036,Your,186.15,46,C07284,2025-04-03,0,Submitted,2025-02-11,51,False,False,Mismatched,Late & Qty Mismatch,14
R07285,O07285,P0078,2025-02-24,Damaged,4,S003,Dark,46.28,65,C07285,2025-03-03,3,Approved,2024-12-07,79,False,False,Mismatched,Late & Qty Mismatch,9
R07286,O07286,P0216,2025-04-10,Defective,7,S017,Sound,126.25,84,C07286,2025-04-18,7,Submitted,2025-03-25,16,True,True,Matched,No Issue,15
R07287,O07287,P0382,2025-04-12,Wrong Item,5,S017,Think,351.4,73,C07287,2025-04-18,5,Submitted,2025-02-06,65,True,True,Matched,No Issue,15
R07288,O07288,P0098,2025-04-19,Changed Mind,4,S034,Hospital,219.5,50,C07288,2025-04-26,3,Submitted,2025-04-08,11,True,False,Mismatched,Qty Mismatch,16
R07289,O07289,P0236,2025-02-19,Changed Mind,9,S034,Nice,364.0,62,C07289,2025-02-22,8,Approved,2024-12-24,57,True,False,Mismatched,Qty Mismatch,8
R07290,O07290,P0282,2025-03-28,Changed Mind,8,S038,Road,175.62,79,C07290,2025-04-04,7,Rejected,2025-01-11,76,True,False,Mismatched,Qty Mismatch,13
R07291,O07291,P0149,2025-02-14,Defective,3,S050,Who,35.22,26,C07291,2025-02-16,4,Submitted,2025-02-10,4,True,False,Mismatched,Qty Mismatch,7
R07292,O07292,P0412,2025-04-19,Wrong Item,6,S002,Only,475.53,60,C07292,2025-04-19,7,Submitted,2025-01-30,79,False,False,Mismatched,Late & Qty Mismatch,16
R07293,O07293,P0304,2025-04-07,Expired,4,S038,Discussion,322.34,57,C07293,2025-04-14,3,Submitted,2025-01-06,91,False,False,Mismatched,Late & Qty Mismatch,15
R07294,O07294,P0484,2025-03-22,Wrong Item,7,S001,Low,317.5,52,C07294,2025-03-27,8,Submitted,2025-01-10,71,False,False,Mismatched,Late & Qty Mismatch,12
R07295,O07295,P0424,2025-02-25,Wrong Item,1,S015,Ask,252.27,74,C07295,2025-03-05,0,Submitted,2025-01-01,55,True,False,Mismatched,Qty Mismatch,9
R07296,O07296,P0066,2025-04-12,Wrong Item,1,S004,Win,275.92,69,C07296,2025-04-14,0,Approved,2025-01-11,91,False,False,Mismatched,Late & Qty Mismatch,15
R07297,O07297,P0234,2025-02-27,Defective,6,S047,Start,251.33,21,C07297,2025-03-06,6,Submitted,2025-01-13,45,False,True,Mismatched,Late Return,9
R07298,O07298,P0457,2025-03-05,Defective,7,S040,Beat,15.56,60,C07298,2025-03-13,6,Approved,2024-12-24,71,False,False,Mismatched,Late & Qty Mismatch,10
R07299,O07299,P0087,2025-05-02,Defective,9,S048,Top,367.51,68,C07299,2025-05-10,9,Submitted,2025-01-30,92,False,True,Mismatched,Late Return,18
R07300,O07300,P0079,2025-04-28,Wrong Item,7,S050,Sea,185.65,22,C07300,2025-05-04,7,Rejected,2025-04-11,17,True,True,Matched,No Issue,18
R07301,O07301,P0205,2025-04-16,Defective,9,S047,Brother,307.15,63,C07301,2025-04-25,8,Submitted,2024-12-22,115,False,False,Mismatched,Late & Qty Mismatch,16
R07302,O07302,P0279,2025-04-11,Changed Mind,9,S006,Notice,353.96,44,C07302,2025-04-13,10,Approved,2025-02-27,43,True,False,Mismatched,Qty Mismatch,15
R07303,O07303,P0337,2025-02-03,Defective,8,S005,Between,429.18,31,C07303,2025-02-05,7,Approved,2024-12-23,42,False,False,Mismatched,Late & Qty Mismatch,6
R07304,O07304,P0254,2025-04-01,Damaged,7,S021,Our,165.29,29,C07304,2025-04-02,6,Approved,2025-01-12,79,False,False,Mismatched,Late & Qty Mismatch,14
R07305,O07305,P0304,2025-05-02,Defective,3,S038,Discussion,322.34,57,C07305,2025-05-02,4,Submitted,2025-02-02,89,False,False,Mismatched,Late & Qty Mismatch,18
R07306,O07306,P0380,2025-04-28,Defective,3,S033,Reach,148.11,33,C07306,2025-04-29,3,Submitted,2025-02-02,85,False,True,Mismatched,Late Return,18
R07307,O07307,P0130,2025-04-20,Defective,5,S048,Term,260.27,72,C07307,2025-04-24,6,Approved,2025-02-01,78,False,False,Mismatched,Late & Qty Mismatch,16
R07308,O07308,P0084,2025-02-22,Defective,7,S030,Spring,41.14,30,C07308,2025-02-22,6,Approved,2024-12-08,76,False,False,Mismatched,Late & Qty Mismatch,8
R07309,O07309,P0276,2025-04-08,Damaged,7,S011,Land,255.74,30,C07309,2025-04-17,6,Submitted,2025-03-18,21,True,False,Mismatched,Qty Mismatch,15
R07310,O07310,P0187,2025-02-20,Expired,1,S047,Management,410.44,87,C07310,2025-02-23,2,Submitted,2024-12-23,59,True,False,Mismatched,Qty Mismatch,8
R07311,O07311,P0046,2025-02-23,Defective,8,S017,Fall,334.64,30,C07311,2025-03-04,9,Submitted,2024-12-01,84,False,False,Mismatched,Late & Qty Mismatch,8
R07312,O07312,P0387,2025-03-26,Changed Mind,1,S040,Time,148.2,59,C07312,2025-04-04,2,Approved,2025-01-23,62,False,False,Mismatched,Late & Qty Mismatch,13
R07313,O07313,P0183,2025-03-23,Damaged,4,S008,Attack,463.1,76,C07313,2025-03-23,4,Approved,2024-11-30,113,False,True,Mismatched,Late Return,12
R07314,O07314,P0268,2025-03-16,Expired,2,S037,May,354.22,32,C07314,2025-03-25,3,Approved,2025-02-21,23,True,False,Mismatched,Qty Mismatch,11
R07315,O07315,P0296,2025-04-16,Defective,5,S033,Down,265.9,87,C07315,2025-04-23,4,Submitted,2025-02-11,64,True,False,Mismatched,Qty Mismatch,16
R07316,O07316,P0322,2025-03-04,Expired,6,S002,Difficult,360.15,71,C07316,2025-03-08,7,Submitted,2025-02-04,28,True,False,Mismatched,Qty Mismatch,10
R07317,O07317,P0100,2025-02-09,Changed Mind,4,S050,Determine,62.87,74,C07317,2025-02-18,3,Approved,2025-02-09,0,True,False,Mismatched,Qty Mismatch,6
R07318,O07318,P0078,2025-04-19,Damaged,4,S003,Dark,46.28,65,C07318,2025-04-22,4,Submitted,2025-04-19,0,True,True,Matched,No Issue,16
R07319,O07319,P0272,2025-03-12,Damaged,7,S006,Evidence,406.96,43,C07319,2025-03-14,7,Submitted,2024-12-30,72,False,True,Mismatched,Late Return,11
R07320,O07320,P0339,2025-04-27,Expired,4,S050,Reason,242.35,46,C07320,2025-05-05,5,Submitted,2025-04-07,20,True,False,Mismatched,Qty Mismatch,17
R07321,O07321,P0162,2025-03-11,Defective,2,S012,Later,319.83,65,C07321,2025-03-16,1,Submitted,2024-12-24,77,False,False,Mismatched,Late & Qty Mismatch,11
R07322,O07322,P0044,2025-03-13,Wrong Item,4,S006,Knowledge,455.57,59,C07322,2025-03-13,4,Approved,2025-02-14,27,True,True,Matched,No Issue,11
R07323,O07323,P0238,2025-04-19,Damaged,7,S008,A,21.91,73,C07323,2025-04-26,8,Submitted,2025-04-02,17,True,False,Mismatched,Qty Mismatch,16
R07324,O07324,P0134,2025-02-04,Wrong Item,1,S016,Institution,175.43,84,C07324,2025-02-13,1,Submitted,2024-10-31,96,False,True,Mismatched,Late Return,6
R07325,O07325,P0461,2025-02-14,Damaged,4,S047,Other,67.59,53,C07325,2025-02-15,5,Submitted,2024-12-25,51,True,False,Mismatched,Qty Mismatch,7
R07326,O07326,P0192,2025-04-21,Defective,6,S023,Yes,449.64,75,C07326,2025-04-29,5,Approved,2025-01-05,106,False,False,Mismatched,Late & Qty Mismatch,17
R07327,O07327,P0356,2025-03-01,Defective,8,S030,Such,324.79,19,C07327,2025-03-07,9,Submitted,2024-12-26,65,False,False,Mismatched,Late & Qty Mismatch,9
R07328,O07328,P0278,2025-04-09,Damaged,8,S015,Woman,328.48,24,C07328,2025-04-11,7,Approved,2024-12-16,114,False,False,Mismatched,Late & Qty Mismatch,15
R07329,O07329,P0018,2025-03-18,Expired,9,S010,Almost,267.13,66,C07329,2025-03-21,9,Submitted,2024-12-11,97,False,True,Mismatched,Late Return,12
R07330,O07330,P0012,2025-04-02,Defective,5,S006,Sit,485.26,73,C07330,2025-04-04,4,Submitted,2025-01-05,87,False,False,Mismatched,Late & Qty Mismatch,14
R07331,O07331,P0180,2025-03-05,Defective,2,S026,Response,77.39,47,C07331,2025-03-10,1,Submitted,2025-01-03,61,False,False,Mismatched,Late & Qty Mismatch,10
R07332,O07332,P0123,2025-02-22,Changed Mind,3,S005,Reveal,165.82,54,C07332,2025-03-02,3,Rejected,2025-02-04,18,True,True,Matched,No Issue,8
R07333,O07333,P0246,2025-03-12,Defective,2,S006,Unit,464.88,74,C07333,2025-03-21,1,Submitted,2025-03-11,1,True,False,Mismatched,Qty Mismatch,11
R07334,O07334,P0222,2025-04-10,Changed Mind,9,S017,Process,288.47,40,C07334,2025-04-18,8,Approved,2025-01-31,69,False,False,Mismatched,Late & Qty Mismatch,15
R07335,O07335,P0373,2025-04-11,Defective,6,S040,Level,56.28,72,C07335,2025-04-11,7,Rejected,2025-02-16,54,True,False,Mismatched,Qty Mismatch,15
R07336,O07336,P0051,2025-04-05,Defective,1,S003,Blue,485.1,61,C07336,2025-04-14,0,Submitted,2025-01-17,78,False,False,Mismatched,Late & Qty Mismatch,14
R07337,O07337,P0488,2025-02-28,Expired,3,S026,Back,147.67,49,C07337,2025-03-05,4,Approved,2025-01-03,56,False,False,Mismatched,Late & Qty Mismatch,9
R07338,O07338,P0071,2025-03-26,Expired,7,S034,Themselves,388.4,79,C07338,2025-03-26,6,Submitted,2025-03-16,10,True,False,Mismatched,Qty Mismatch,13
R07339,O07339,P0480,2025-03-25,Defective,7,S041,Society,266.32,83,C07339,2025-03-28,7,Submitted,2025-03-10,15,True,True,Matched,No Issue,13
R07340,O07340,P0048,2025-02-04,Damaged,5,S031,Dinner,264.83,33,C07340,2025-02-10,4,Submitted,2024-10-12,115,False,False,Mismatched,Late & Qty Mismatch,6
R07341,O07341,P0019,2025-02-14,Damaged,3,S030,All,221.65,84,C07341,2025-02-17,2,Approved,2024-11-22,84,True,False,Mismatched,Qty Mismatch,7
R07342,O07342,P0262,2025-04-30,Defective,7,S031,Soon,495.13,69,C07342,2025-05-08,6,Submitted,2025-02-28,61,True,False,Mismatched,Qty Mismatch,18
R07343,O07343,P0084,2025-05-02,Damaged,5,S030,Spring,41.14,30,C07343,2025-05-11,6,Submitted,2025-04-06,26,True,False,Mismatched,Qty Mismatch,18
R07344,O07344,P0155,2025-03-25,Defective,6,S042,Employee,492.97,40,C07344,2025-03-29,6,Submitted,2025-03-04,21,True,True,Matched,No Issue,13
R07345,O07345,P0053,2025-04-14,Expired,3,S037,Husband,470.35,52,C07345,2025-04-22,3,Submitted,2025-04-12,2,True,True,Matched,No Issue,16
R07346,O07346,P0107,2025-04-25,Wrong Item,6,S038,Away,211.09,16,C07346,2025-04-25,5,Approved,2025-04-23,2,True,False,Mismatched,Qty Mismatch,17
R07347,O07347,P0357,2025-03-25,Changed Mind,7,S035,Training,22.99,25,C07347,2025-03-28,6,Submitted,2024-12-01,114,False,False,Mismatched,Late & Qty Mismatch,13
R07348,O07348,P0304,2025-03-09,Damaged,8,S038,Discussion,322.34,57,C07348,2025-03-15,9,Rejected,2025-02-17,20,True,False,Mismatched,Qty Mismatch,10
R07349,O07349,P0135,2025-03-08,Damaged,2,S031,Executive,472.03,32,C07349,2025-03-09,2,Approved,2025-01-25,42,False,True,Mismatched,Late Return,10
R07350,O07350,P0443,2025-04-28,Expired,2,S011,Author,193.39,90,C07350,2025-05-06,1,Approved,2025-02-18,69,True,False,Mismatched,Qty Mismatch,18
R07351,O07351,P0069,2025-02-07,Damaged,6,S040,Old,46.53,21,C07351,2025-02-09,5,Submitted,2024-11-11,88,False,False,Mismatched,Late & Qty Mismatch,6
R07352,O07352,P0011,2025-03-08,Defective,8,S035,Require,20.09,57,C07352,2025-03-11,8,Submitted,2024-11-24,104,False,True,Mismatched,Late Return,10
R07353,O07353,P0143,2025-03-16,Defective,5,S003,Forward,253.65,90,C07353,2025-03-19,4,Submitted,2025-02-08,36,True,False,Mismatched,Qty Mismatch,11
R07354,O07354,P0192,2025-03-03,Wrong Item,1,S023,Yes,449.64,75,C07354,2025-03-10,0,Submitted,2024-11-30,93,False,False,Mismatched,Late & Qty Mismatch,10
R07355,O07355,P0387,2025-04-29,Wrong Item,1,S040,Time,148.2,59,C07355,2025-04-30,1,Submitted,2025-03-05,55,True,True,Matched,No Issue,18
R07356,O07356,P0378,2025-03-31,Wrong Item,9,S023,Billion,21.4,47,C07356,2025-04-04,10,Submitted,2025-02-21,38,True,False,Mismatched,Qty Mismatch,14
R07357,O07357,P0069,2025-03-01,Defective,4,S040,Old,46.53,21,C07357,2025-03-02,3,Rejected,2025-02-10,19,True,False,Mismatched,Qty Mismatch,9
R07358,O07358,P0023,2025-02-17,Wrong Item,1,S033,Mouth,153.15,77,C07358,2025-02-22,0,Submitted,2024-12-15,64,True,False,Mismatched,Qty Mismatch,8
R07359,O07359,P0181,2025-04-03,Wrong Item,8,S036,Knowledge,177.12,50,C07359,2025-04-11,8,Submitted,2025-02-28,34,True,True,Matched,No Issue,14
R07360,O07360,P0293,2025-02-17,Defective,2,S004,Live,413.07,62,C07360,2025-02-25,2,Approved,2025-01-06,42,True,True,Matched,No Issue,8
R07361,O07361,P0009,2025-04-17,Expired,2,S013,Since,304.55,48,C07361,2025-04-17,3,Submitted,2025-01-18,89,False,False,Mismatched,Late & Qty Mismatch,16
R07362,O07362,P0271,2025-03-28,Damaged,1,S031,Company,406.59,60,C07362,2025-03-31,2,Submitted,2025-03-08,20,True,False,Mismatched,Qty Mismatch,13
R07363,O07363,P0387,2025-02-04,Changed Mind,1,S040,Time,148.2,59,C07363,2025-02-07,0,Submitted,2025-01-26,9,True,False,Mismatched,Qty Mismatch,6
R07364,O07364,P0093,2025-02-19,Defective,9,S014,Long,382.78,21,C07364,2025-02-19,10,Submitted,2025-01-06,44,False,False,Mismatched,Late & Qty Mismatch,8
R07365,O07365,P0454,2025-04-25,Defective,1,S012,Phone,454.11,89,C07365,2025-05-04,2,Submitted,2025-01-23,92,False,False,Mismatched,Late & Qty Mismatch,17
R07366,O07366,P0017,2025-03-08,Changed Mind,6,S002,Knowledge,159.08,85,C07366,2025-03-09,7,Submitted,2025-03-06,2,True,False,Mismatched,Qty Mismatch,10
R07367,O07367,P0154,2025-02-20,Changed Mind,7,S028,Chair,249.83,31,C07367,2025-02-25,6,Submitted,2025-01-09,42,False,False,Mismatched,Late & Qty Mismatch,8
R07368,O07368,P0405,2025-02-28,Wrong Item,4,S038,Still,166.82,53,C07368,2025-03-09,5,Submitted,2025-01-08,51,True,False,Mismatched,Qty Mismatch,9
R07369,O07369,P0328,2025-03-21,Changed Mind,5,S009,Own,309.74,68,C07369,2025-03-23,6,Submitted,2025-02-09,40,True,False,Mismatched,Qty Mismatch,12
R07370,O07370,P0149,2025-03-14,Damaged,4,S050,Who,35.22,26,C07370,2025-03-22,5,Approved,2024-11-28,106,False,False,Mismatched,Late & Qty Mismatch,11
R07371,O07371,P0377,2025-03-07,Damaged,4,S033,Oil,423.99,54,C07371,2025-03-09,4,Submitted,2025-01-26,40,True,True,Matched,No Issue,10
R07372,O07372,P0267,2025-02-02,Damaged,1,S040,Receive,351.54,27,C07372,2025-02-04,2,Submitted,2024-11-18,76,False,False,Mismatched,Late & Qty Mismatch,5
R07373,O07373,P0422,2025-03-03,Damaged,6,S045,Simply,396.91,77,C07373,2025-03-11,7,Approved,2025-02-23,8,True,False,Mismatched,Qty Mismatch,10
R07374,O07374,P0328,2025-04-24,Damaged,7,S009,Own,309.74,68,C07374,2025-04-26,7,Approved,2025-03-10,45,True,True,Matched,No Issue,17
R07375,O07375,P0106,2025-03-09,Wrong Item,7,S034,Raise,132.15,25,C07375,2025-03-14,7,Submitted,2025-02-22,15,True,True,Matched,No Issue,10
R07376,O07376,P0472,2025-05-02,Defective,8,S042,Individual,485.24,81,C07376,2025-05-07,7,Rejected,2025-01-10,112,False,False,Mismatched,Late & Qty Mismatch,18
R07377,O07377,P0381,2025-02-13,Changed Mind,7,S025,Now,67.9,54,C07377,2025-02-13,6,Approved,2024-12-29,46,True,False,Mismatched,Qty Mismatch,7
R07378,O07378,P0035,2025-03-11,Defective,6,S049,Perform,483.16,15,C07378,2025-03-17,6,Submitted,2025-02-12,27,False,True,Mismatched,Late Return,11
R07379,O07379,P0119,2025-04-09,Changed Mind,8,S010,Push,447.35,44,C07379,2025-04-17,7,Rejected,2025-03-13,27,True,False,Mismatched,Qty Mismatch,15
R07380,O07380,P0014,2025-03-09,Wrong Item,3,S005,Offer,114.05,68,C07380,2025-03-17,4,Submitted,2024-12-25,74,False,False,Mismatched,Late & Qty Mismatch,10
R07381,O07381,P0014,2025-04-24,Wrong Item,9,S005,Offer,114.05,68,C07381,2025-05-02,8,Rejected,2025-01-07,107,False,False,Mismatched,Late & Qty Mismatch,17
R07382,O07382,P0266,2025-02-20,Expired,3,S031,Career,372.98,27,C07382,2025-02-21,4,Submitted,2024-11-19,93,False,False,Mismatched,Late & Qty Mismatch,8
R07383,O07383,P0140,2025-04-21,Expired,4,S040,Our,486.17,31,C07383,2025-04-21,5,Submitted,2025-04-11,10,True,False,Mismatched,Qty Mismatch,17
R07384,O07384,P0294,2025-03-01,Wrong Item,6,S019,Camera,186.49,79,C07384,2025-03-06,7,Approved,2025-02-01,28,True,False,Mismatched,Qty Mismatch,9
R07385,O07385,P0364,2025-04-16,Wrong Item,8,S004,Challenge,277.35,84,C07385,2025-04-21,8,Submitted,2024-12-24,113,False,True,Mismatched,Late Return,16
R07386,O07386,P0119,2025-04-02,Changed Mind,3,S010,Push,447.35,44,C07386,2025-04-05,2,Submitted,2025-02-06,55,False,False,Mismatched,Late & Qty Mismatch,14
R07387,O07387,P0238,2025-02-16,Wrong Item,6,S008,A,21.91,73,C07387,2025-02-23,5,Approved,2024-12-03,75,False,False,Mismatched,Late & Qty Mismatch,7
R07388,O07388,P0034,2025-03-25,Defective,5,S027,List,474.95,85,C07388,2025-03-29,5,Submitted,2025-01-13,71,True,True,Matched,No Issue,13
R07389,O07389,P0169,2025-03-01,Changed Mind,5,S045,Mr,29.98,54,C07389,2025-03-07,5,Rejected,2025-01-04,56,False,True,Mismatched,Late Return,9
R07390,O07390,P0010,2025-02-20,Wrong Item,5,S046,Blue,356.96,31,C07390,2025-02-28,4,Submitted,2024-12-30,52,False,False,Mismatched,Late & Qty Mismatch,8
R07391,O07391,P0122,2025-04-07,Changed Mind,9,S024,Discuss,449.08,23,C07391,2025-04-07,9,Approved,2025-01-24,73,False,True,Mismatched,Late Return,15
R07392,O07392,P0401,2025-03-15,Changed Mind,7,S039,In,60.53,24,C07392,2025-03-23,7,Submitted,2024-11-17,118,False,True,Mismatched,Late Return,11
