return_id,order_id,product_id,return_date,reason,qty,supplier_id
R08192,O08192,P0078,2025-04-25,Defective,4,S003
R08193,O08193,P0326,2025-05-02,Defective,8,S009
R08194,O08194,P0178,2025-04-28,Damaged,3,S048
R08195,O08195,P0357,2025-04-04,Damaged,2,S035
R08196,O08196,P0498,2025-02-05,Defective,1,S009
R08197,O08197,P0416,2025-03-14,Changed Mind,6,S033
R08198,O08198,P0451,2025-02-17,Expired,2,S026
R08199,O08199,P0003,2025-04-26,Wrong Item,8,S033
R08200,O08200,P0214,2025-04-11,Damaged,4,S010
R08201,O08201,P0342,2025-04-24,Expired,9,S009
R08202,O08202,P0074,2025-02-17,Expired,4,S008
R08203,O08203,P0051,2025-03-07,Changed Mind,4,S003
R08204,O08204,P0067,2025-02-13,Expired,8,S001
R08205,O08205,P0332,2025-03-05,Damaged,8,S038
R08206,O08206,P0093,2025-02-06,Expired,5,S014
R08207,O08207,P0176,2025-03-18,Damaged,3,S030
R08208,O08208,P0145,2025-02-17,Damaged,2,S003
R08209,O08209,P0007,2025-04-30,Defective,9,S048
R08210,O08210,P0269,2025-03-04,Changed Mind,9,S036
R08211,O08211,P0376,2025-04-04,Wrong Item,5,S038
R08212,O08212,P0322,2025-04-17,Defective,8,S002
R08213,O08213,P0004,2025-04-19,Wrong Item,7,S020
R08214,O08214,P0138,2025-04-20,Damaged,3,S008
R08215,O08215,P0231,2025-02-28,Defective,5,S018
R08216,O08216,P0088,2025-03-17,Expired,9,S047
R08217,O08217,P0017,2025-02-25,Expired,4,S002
R08218,O08218,P0052,2025-02-02,Wrong Item,3,S023
R08219,O08219,P0134,2025-03-30,Damaged,7,S016
R08220,O08220,P0211,2025-03-09,Wrong Item,8,S025
R08221,O08221,P0325,2025-04-26,Changed Mind,5,S037
R08222,O08222,P0480,2025-04-26,Expired,8,S041
R08223,O08223,P0458,2025-04-29,Defective,5,S018
R08224,O08224,P0393,2025-03-20,Defective,9,S007
R08225,O08225,P0219,2025-04-23,Defective,7,S026
R08226,O08226,P0205,2025-04-27,Expired,5,S047
R08227,O08227,P0211,2025-04-23,Damaged,9,S025
R08228,O08228,P0277,2025-04-19,Expired,5,S004
R08229,O08229,P0024,2025-02-07,Expired,8,S001
R08230,O08230,P0486,2025-02-02,Defective,4,S037
R08231,O08231,P0004,2025-03-15,Expired,9,S020
R08232,O08232,P0152,2025-02-28,Defective,6,S005
R08233,O08233,P0443,2025-02-11,Damaged,6,S011
R08234,O08234,P0483,2025-03-05,Changed Mind,3,S023
R08235,O08235,P0259,2025-04-08,Defective,3,S030
R08236,O08236,P0324,2025-03-10,Wrong Item,4,S001
R08237,O08237,P0357,2025-02-02,Changed Mind,1,S035
R08238,O08238,P0168,2025-03-12,Damaged,6,S026
R08239,O08239,P0176,2025-02-19,Changed Mind,1,S030
R08240,O08240,P0310,2025-03-21,Defective,4,S003
R08241,O08241,P0291,2025-04-23,Damaged,7,S006
R08242,O08242,P0479,2025-03-10,Wrong Item,6,S040
R08243,O08243,P0056,2025-04-25,Defective,8,S010
R08244,O08244,P0108,2025-02-02,Defective,4,S033
R08245,O08245,P0473,2025-04-12,Damaged,9,S049
R08246,O08246,P0296,2025-02-24,Damaged,8,S033
R08247,O08247,P0461,2025-03-16,Changed Mind,5,S047
R08248,O08248,P0324,2025-03-07,Wrong Item,6,S001
R08249,O08249,P0302,2025-03-06,Changed Mind,5,S026
R08250,O08250,P0334,2025-04-23,Changed Mind,6,S030
R08251,O08251,P0141,2025-03-22,Defective,1,S004
R08252,O08252,P0155,2025-02-26,Damaged,4,S042
R08253,O08253,P0262,2025-05-02,Defective,9,S031
R08254,O08254,P0273,2025-04-02,Wrong Item,4,S002
R08255,O08255,P0420,2025-03-13,Changed Mind,2,S047
R08256,O08256,P0232,2025-02-14,Wrong Item,6,S047
R08257,O08257,P0241,2025-04-10,Damaged,2,S044
R08258,O08258,P0355,2025-02-02,Damaged,3,S014
R08259,O08259,P0337,2025-04-22,Expired,7,S005
R08260,O08260,P0489,2025-04-06,Wrong Item,4,S046
R08261,O08261,P0258,2025-02-11,Defective,1,S004
R08262,O08262,P0249,2025-02-27,Wrong Item,9,S045
R08263,O08263,P0077,2025-02-14,Changed Mind,6,S034
R08264,O08264,P0180,2025-03-11,Damaged,9,S026
R08265,O08265,P0066,2025-03-03,Damaged,3,S004
R08266,O08266,P0308,2025-02-04,Wrong Item,5,S013
R08267,O08267,P0348,2025-04-02,Wrong Item,9,S040
R08268,O08268,P0171,2025-04-28,Wrong Item,6,S009
R08269,O08269,P0474,2025-04-29,Changed Mind,2,S028
R08270,O08270,P0022,2025-05-01,Changed Mind,1,S005
R08271,O08271,P0367,2025-02-12,Defective,9,S042
R08272,O08272,P0107,2025-03-18,Wrong Item,1,S038
R08273,O08273,P0439,2025-03-18,Defective,5,S043
R08274,O08274,P0323,2025-04-04,Expired,1,S020
R08275,O08275,P0227,2025-02-13,Changed Mind,5,S010
R08276,O08276,P0444,2025-04-10,Damaged,5,S010
R08277,O08277,P0442,2025-04-13,Expired,7,S020
R08278,O08278,P0396,2025-03-09,Damaged,7,S015
R08279,O08279,P0216,2025-04-08,Expired,1,S017
R08280,O08280,P0069,2025-04-09,Defective,9,S040
R08281,O08281,P0084,2025-04-17,Defective,1,S030
R08282,O08282,P0103,2025-02-13,Changed Mind,5,S030
R08283,O08283,P0039,2025-04-29,Damaged,7,S041
R08284,O08284,P0013,2025-04-14,Expired,8,S018
R08285,O08285,P0297,2025-02-13,Wrong Item,2,S020
R08286,O08286,P0313,2025-03-04,Wrong Item,1,S050
R08287,O08287,P0181,2025-02-03,Changed Mind,4,S036
R08288,O08288,P0493,2025-04-04,Damaged,4,S040
R08289,O08289,P0268,2025-02-06,Wrong Item,6,S037
R08290,O08290,P0013,2025-04-17,Changed Mind,1,S018
R08291,O08291,P0120,2025-03-12,Changed Mind,1,S017
R08292,O08292,P0458,2025-03-27,Damaged,3,S018
R08293,O08293,P0353,2025-02-02,Wrong Item,5,S041
R08294,O08294,P0057,2025-03-17,Wrong Item,6,S019
R08295,O08295,P0040,2025-02-27,Wrong Item,5,S035
R08296,O08296,P0374,2025-02-09,Defective,5,S014
R08297,O08297,P0336,2025-03-12,Wrong Item,9,S049
R08298,O08298,P0128,2025-03-29,Expired,2,S043
R08299,O08299,P0173,2025-04-08,Defective,1,S047
R08300,O08300,P0035,2025-02-18,Defective,6,S049
R08301,O08301,P0259,2025-02-27,Defective,9,S030
R08302,O08302,P0376,2025-02-12,Defective,7,S038
R08303,O08303,P0005,2025-02-25,Changed Mind,8,S013
R08304,O08304,P0218,2025-04-06,Expired,5,S022
R08305,O08305,P0011,2025-04-02,Damaged,4,S035
R08306,O08306,P0382,2025-03-12,Wrong Item,6,S017
R08307,O08307,P0327,2025-03-16,Defective,3,S017
R08308,O08308,P0117,2025-04-13,Damaged,1,S010
R08309,O08309,P0184,2025-02-11,Changed Mind,4,S049
R08310,O08310,P0394,2025-04-08,Damaged,9,S008
R08311,O08311,P0362,2025-03-28,Defective,4,S014
R08312,O08312,P0116,2025-02-18,Expired,1,S004
R08313,O08313,P0162,2025-04-19,Damaged,4,S012
R08314,O08314,P0067,2025-03-30,Defective,7,S001
R08315,O08315,P0200,2025-02-15,Defective,3,S003
R08316,O08316,P0031,2025-02-12,Wrong Item,6,S026
R08317,O08317,P0075,2025-03-10,Wrong Item,1,S039
R08318,O08318,P0237,2025-02-26,Expired,4,S047
R08319,O08319,P0327,2025-02-19,Wrong Item,3,S017
R08320,O08320,P0493,2025-02-15,Expired,1,S040
R08321,O08321,P0066,2025-02-03,Changed Mind,3,S004
R08322,O08322,P0070,2025-02-19,Changed Mind,4,S032
R08323,O08323,P0297,2025-04-20,Wrong Item,5,S020
R08324,O08324,P0447,2025-03-08,Changed Mind,6,S006
R08325,O08325,P0416,2025-03-21,Damaged,2,S033
R08326,O08326,P0020,2025-04-06,Damaged,2,S050
R08327,O08327,P0441,2025-05-01,Damaged,6,S005
R08328,O08328,P0226,2025-02-21,Changed Mind,5,S004
R08329,O08329,P0434,2025-03-12,Damaged,1,S027
R08330,O08330,P0464,2025-02-07,Expired,3,S012
R08331,O08331,P0409,2025-03-12,Defective,5,S033
R08332,O08332,P0396,2025-02-06,Wrong Item,2,S015
R08333,O08333,P0199,2025-02-11,Expired,1,S007
R08334,O08334,P0039,2025-03-06,Damaged,9,S041
R08335,O08335,P0145,2025-04-27,Defective,5,S003
R08336,O08336,P0045,2025-04-07,Wrong Item,2,S028
R08337,O08337,P0395,2025-02-24,Expired,4,S042
R08338,O08338,P0326,2025-04-23,Wrong Item,3,S009
R08339,O08339,P0381,2025-02-18,Changed Mind,7,S025
R08340,O08340,P0407,2025-02-02,Damaged,1,S037
R08341,O08341,P0091,2025-04-02,Expired,4,S037
R08342,O08342,P0238,2025-03-02,Expired,7,S008
R08343,O08343,P0070,2025-02-27,Defective,5,S032
R08344,O08344,P0166,2025-02-27,Defective,4,S049
R08345,O08345,P0130,2025-03-28,Defective,4,S048
R08346,O08346,P0214,2025-03-12,Wrong Item,2,S010
R08347,O08347,P0340,2025-02-24,Damaged,8,S014
R08348,O08348,P0089,2025-03-18,Wrong Item,4,S023
R08349,O08349,P0335,2025-03-04,Damaged,2,S031
R08350,O08350,P0252,2025-02-12,Expired,9,S033
R08351,O08351,P0369,2025-04-03,Wrong Item,7,S018
R08352,O08352,P0349,2025-04-04,Wrong Item,3,S022
R08353,O08353,P0072,2025-04-12,Wrong Item,7,S028
R08354,O08354,P0165,2025-02-13,Changed Mind,1,S034
R08355,O08355,P0049,2025-03-06,Damaged,1,S005
R08356,O08356,P0052,2025-04-15,Damaged,4,S023
R08357,O08357,P0289,2025-04-09,Wrong Item,4,S044
R08358,O08358,P0278,2025-03-27,Changed Mind,4,S015
R08359,O08359,P0114,2025-03-28,Wrong Item,9,S005
R08360,O08360,P0239,2025-02-23,Damaged,6,S040
R08361,O08361,P0133,2025-02-26,Expired,3,S023
R08362,O08362,P0487,2025-03-26,Changed Mind,6,S021
R08363,O08363,P0274,2025-02-09,Changed Mind,2,S020
R08364,O08364,P0166,2025-02-11,Wrong Item,2,S049
R08365,O08365,P0374,2025-03-30,Expired,7,S014
R08366,O08366,P0373,2025-03-28,Damaged,3,S040
R08367,O08367,P0293,2025-02-05,Defective,7,S004
R08368,O08368,P0478,2025-04-30,Damaged,3,S014
R08369,O08369,P0243,2025-04-22,Damaged,2,S042
R08370,O08370,P0479,2025-04-16,Expired,4,S040
R08371,O08371,P0320,2025-02-19,Changed Mind,4,S013
R08372,O08372,P0138,2025-03-14,Damaged,3,S008
R08373,O08373,P0079,2025-02-10,Changed Mind,9,S050
R08374,O08374,P0170,2025-04-27,Expired,6,S027
R08375,O08375,P0123,2025-03-29,Expired,5,S005
R08376,O08376,P0176,2025-03-01,Wrong Item,6,S030
R08377,O08377,P0300,2025-03-16,Defective,8,S047
R08378,O08378,P0082,2025-04-11,Expired,5,S044
R08379,O08379,P0087,2025-03-22,Expired,4,S048
R08380,O08380,P0225,2025-02-15,Changed Mind,7,S025
R08381,O08381,P0016,2025-02-13,Expired,5,S025
R08382,O08382,P0310,2025-03-11,Damaged,4,S003
R08383,O08383,P0358,2025-04-07,Wrong Item,5,S021
R08384,O08384,P0163,2025-04-23,Wrong Item,4,S026
R08385,O08385,P0098,2025-04-11,Damaged,8,S034
R08386,O08386,P0156,2025-04-19,Expired,8,S022
R08387,O08387,P0002,2025-03-24,Defective,1,S009
R08388,O08388,P0350,2025-03-05,Expired,3,S029
R08389,O08389,P0397,2025-03-06,Wrong Item,4,S047
R08390,O08390,P0169,2025-03-30,Defective,2,S045
R08391,O08391,P0464,2025-02-12,Changed Mind,5,S012
R08392,O08392,P0315,2025-03-13,Changed Mind,8,S005
R08393,O08393,P0325,2025-03-17,Expired,2,S037
R08394,O08394,P0375,2025-03-21,Expired,9,S032
R08395,O08395,P0092,2025-04-28,Defective,7,S021
R08396,O08396,P0181,2025-04-14,Defective,6,S036
R08397,O08397,P0231,2025-02-17,Expired,8,S018
R08398,O08398,P0301,2025-02-26,Wrong Item,2,S001
R08399,O08399,P0148,2025-04-30,Changed Mind,5,S032
R08400,O08400,P0280,2025-02-28,Defective,4,S049
R08401,O08401,P0189,2025-04-29,Wrong Item,8,S014
R08402,O08402,P0347,2025-02-07,Expired,1,S001
R08403,O08403,P0350,2025-04-30,Damaged,3,S029
R08404,O08404,P0314,2025-02-19,Defective,8,S010
R08405,O08405,P0493,2025-04-16,Damaged,5,S040
R08406,O08406,P0411,2025-03-18,Wrong Item,4,S022
R08407,O08407,P0410,2025-03-21,Changed Mind,6,S004
R08408,O08408,P0128,2025-03-20,Wrong Item,5,S043
R08409,O08409,P0007,2025-02-08,Changed Mind,3,S048
R08410,O08410,P0426,2025-03-13,Wrong Item,5,S008
R08411,O08411,P0047,2025-03-19,Defective,4,S005
R08412,O08412,P0053,2025-03-24,Defective,1,S037
R08413,O08413,P0187,2025-03-09,Damaged,1,S047
R08414,O08414,P0038,2025-03-28,Wrong Item,7,S034
R08415,O08415,P0453,2025-02-20,Wrong Item,4,S043
R08416,O08416,P0471,2025-02-02,Damaged,1,S008
R08417,O08417,P0476,2025-03-25,Expired,6,S009
R08418,O08418,P0226,2025-03-27,Wrong Item,1,S004
R08419,O08419,P0053,2025-02-02,Wrong Item,8,S037
R08420,O08420,P0399,2025-04-26,Wrong Item,9,S033
R08421,O08421,P0224,2025-03-20,Expired,3,S020
R08422,O08422,P0154,2025-03-19,Defective,7,S028
R08423,O08423,P0048,2025-04-07,Damaged,5,S031
R08424,O08424,P0351,2025-02-25,Expired,3,S008
R08425,O08425,P0147,2025-04-19,Changed Mind,5,S029
R08426,O08426,P0393,2025-02-28,Changed Mind,7,S007
R08427,O08427,P0064,2025-02-26,Expired,7,S045
R08428,O08428,P0349,2025-02-12,Expired,9,S022
R08429,O08429,P0182,2025-02-22,Defective,8,S001
R08430,O08430,P0125,2025-03-22,Changed Mind,4,S006
R08431,O08431,P0179,2025-02-28,Damaged,5,S017
R08432,O08432,P0039,2025-03-31,Wrong Item,5,S041
R08433,O08433,P0260,2025-04-27,Wrong Item,2,S011
R08434,O08434,P0382,2025-02-26,Defective,7,S017
R08435,O08435,P0003,2025-02-13,Defective,7,S033
R08436,O08436,P0064,2025-04-21,Changed Mind,9,S045
R08437,O08437,P0029,2025-02-06,Damaged,9,S011
R08438,O08438,P0372,2025-05-01,Damaged,4,S039
R08439,O08439,P0011,2025-05-02,Expired,5,S035
R08440,O08440,P0097,2025-02-20,Defective,7,S038
R08441,O08441,P0358,2025-02-12,Wrong Item,7,S021
R08442,O08442,P0442,2025-04-01,Wrong Item,8,S020
R08443,O08443,P0203,2025-03-30,Changed Mind,8,S046
R08444,O08444,P0411,2025-04-30,Wrong Item,2,S022
R08445,O08445,P0481,2025-03-03,Damaged,9,S022
R08446,O08446,P0021,2025-04-28,Damaged,4,S045
R08447,O08447,P0039,2025-04-22,Defective,1,S041
R08448,O08448,P0223,2025-02-25,Changed Mind,1,S013
R08449,O08449,P0102,2025-02-14,Wrong Item,5,S018
R08450,O08450,P0046,2025-04-23,Defective,7,S017
R08451,O08451,P0066,2025-02-28,Expired,5,S004
R08452,O08452,P0091,2025-05-01,Expired,3,S037
R08453,O08453,P0164,2025-03-30,Wrong Item,7,S046
R08454,O08454,P0459,2025-02-02,Wrong Item,1,S025
R08455,O08455,P0111,2025-03-05,Wrong Item,1,S030
R08456,O08456,P0338,2025-04-08,Damaged,2,S044
R08457,O08457,P0123,2025-02-27,Wrong Item,1,S005
R08458,O08458,P0193,2025-02-25,Expired,9,S014
R08459,O08459,P0447,2025-02-03,Wrong Item,4,S006
R08460,O08460,P0099,2025-04-02,Changed Mind,7,S038
R08461,O08461,P0291,2025-04-21,Expired,5,S006
R08462,O08462,P0159,2025-04-27,Changed Mind,7,S001
R08463,O08463,P0412,2025-03-26,Expired,7,S002
R08464,O08464,P0103,2025-04-08,Defective,1,S030
R08465,O08465,P0385,2025-04-04,Expired,1,S002
R08466,O08466,P0281,2025-04-28,Expired,3,S030
R08467,O08467,P0043,2025-02-25,Changed Mind,2,S048
R08468,O08468,P0486,2025-03-30,Changed Mind,7,S037
R08469,O08469,P0084,2025-03-28,Expired,3,S030
R08470,O08470,P0451,2025-02-20,Expired,7,S026
R08471,O08471,P0191,2025-03-13,Damaged,9,S028
R08472,O08472,P0051,2025-03-03,Defective,1,S003
R08473,O08473,P0386,2025-02-20,Defective,3,S014
R08474,O08474,P0210,2025-03-30,Wrong Item,6,S015
R08475,O08475,P0126,2025-04-20,Expired,9,S002
R08476,O08476,P0492,2025-03-09,Expired,5,S001
R08477,O08477,P0448,2025-03-14,Expired,3,S008
R08478,O08478,P0458,2025-04-08,Expired,8,S018
R08479,O08479,P0069,2025-03-13,Defective,5,S040
R08480,O08480,P0265,2025-02-15,Changed Mind,6,S003
R08481,O08481,P0258,2025-03-17,Damaged,2,S004
R08482,O08482,P0418,2025-03-18,Changed Mind,4,S013
R08483,O08483,P0188,2025-03-15,Changed Mind,1,S022
R08484,O08484,P0230,2025-04-16,Defective,4,S045
R08485,O08485,P0189,2025-02-17,Damaged,1,S014
R08486,O08486,P0415,2025-03-25,Expired,4,S010
R08487,O08487,P0010,2025-04-27,Defective,2,S046
R08488,O08488,P0114,2025-02-18,Defective,6,S005
R08489,O08489,P0076,2025-02-27,Damaged,6,S026
R08490,O08490,P0164,2025-03-01,Wrong Item,8,S046
R08491,O08491,P0085,2025-04-22,Defective,9,S030
R08492,O08492,P0049,2025-04-16,Changed Mind,8,S005
R08493,O08493,P0495,2025-04-04,Changed Mind,1,S021
R08494,O08494,P0326,2025-02-18,Expired,3,S009
R08495,O08495,P0496,2025-02-14,Defective,6,S047
R08496,O08496,P0177,2025-03-12,Expired,1,S043
R08497,O08497,P0387,2025-03-14,Defective,8,S040
R08498,O08498,P0458,2025-04-01,Damaged,6,S018
R08499,O08499,P0389,2025-03-10,Defective,1,S039
R08500,O08500,P0494,2025-04-08,Wrong Item,2,S015
R08501,O08501,P0218,2025-02-14,Changed Mind,6,S022
R08502,O08502,P0189,2025-04-10,Damaged,8,S014
R08503,O08503,P0469,2025-02-03,Changed Mind,5,S005
R08504,O08504,P0493,2025-02-10,Expired,1,S040
R08505,O08505,P0346,2025-03-08,Damaged,2,S035
R08506,O08506,P0230,2025-02-11,Wrong Item,4,S045
R08507,O08507,P0255,2025-02-03,Changed Mind,4,S006
R08508,O08508,P0236,2025-04-17,Defective,7,S034
R08509,O08509,P0026,2025-04-27,Defective,2,S032
R08510,O08510,P0072,2025-02-13,Defective,7,S028
R08511,O08511,P0261,2025-04-12,Damaged,7,S030
R08512,O08512,P0254,2025-02-26,Wrong Item,7,S021
R08513,O08513,P0271,2025-04-27,Wrong Item,3,S031
R08514,O08514,P0123,2025-03-27,Wrong Item,6,S005
R08515,O08515,P0144,2025-04-14,Changed Mind,6,S032
R08516,O08516,P0257,2025-02-02,Damaged,4,S048
R08517,O08517,P0144,2025-04-14,Defective,1,S032
R08518,O08518,P0421,2025-03-22,Changed Mind,9,S036
R08519,O08519,P0259,2025-04-16,Wrong Item,2,S030
R08520,O08520,P0436,2025-04-19,Defective,9,S036
R08521,O08521,P0047,2025-02-09,Damaged,8,S005
R08522,O08522,P0351,2025-02-14,Expired,1,S008
R08523,O08523,P0013,2025-04-11,Wrong Item,7,S018
R08524,O08524,P0376,2025-04-23,Wrong Item,3,S038
R08525,O08525,P0208,2025-04-16,Wrong Item,9,S038
R08526,O08526,P0311,2025-03-01,Wrong Item,5,S033
R08527,O08527,P0235,2025-03-17,Defective,3,S022
R08528,O08528,P0149,2025-02-23,Damaged,8,S050
R08529,O08529,P0322,2025-03-22,Changed Mind,3,S002
R08530,O08530,P0438,2025-02-26,Defective,7,S026
R08531,O08531,P0155,2025-03-22,Damaged,7,S042
R08532,O08532,P0166,2025-02-03,Changed Mind,7,S049
R08533,O08533,P0090,2025-02-06,Wrong Item,1,S015
R08534,O08534,P0186,2025-03-23,Damaged,5,S015
R08535,O08535,P0318,2025-02-11,Wrong Item,1,S044
R08536,O08536,P0358,2025-04-22,Damaged,7,S021
R08537,O08537,P0174,2025-03-11,Expired,8,S022
R08538,O08538,P0217,2025-02-02,Wrong Item,7,S039
R08539,O08539,P0395,2025-02-22,Wrong Item,1,S042
R08540,O08540,P0456,2025-02-22,Wrong Item,3,S013
R08541,O08541,P0264,2025-03-08,Defective,3,S009
R08542,O08542,P0097,2025-03-05,Changed Mind,7,S038
R08543,O08543,P0117,2025-02-27,Wrong Item,4,S010
R08544,O08544,P0199,2025-04-25,Wrong Item,3,S007
R08545,O08545,P0320,2025-04-04,Defective,6,S013
R08546,O08546,P0486,2025-04-04,Defective,6,S037
R08547,O08547,P0021,2025-04-07,Expired,5,S045
R08548,O08548,P0200,2025-04-24,Damaged,6,S003
R08549,O08549,P0371,2025-03-18,Wrong Item,3,S008
R08550,O08550,P0447,2025-05-02,Damaged,5,S006
R08551,O08551,P0341,2025-02-22,Defective,9,S011
R08552,O08552,P0448,2025-04-29,Defective,4,S008
R08553,O08553,P0248,2025-02-27,Expired,2,S034
R08554,O08554,P0276,2025-02-08,Changed Mind,5,S011
R08555,O08555,P0264,2025-03-04,Defective,3,S009
R08556,O08556,P0058,2025-03-06,Wrong Item,3,S017
R08557,O08557,P0302,2025-04-26,Expired,4,S026
R08558,O08558,P0031,2025-02-09,Changed Mind,4,S026
R08559,O08559,P0498,2025-02-05,Expired,5,S009
R08560,O08560,P0249,2025-02-15,Defective,7,S045
R08561,O08561,P0093,2025-03-12,Changed Mind,4,S014
R08562,O08562,P0496,2025-03-04,Damaged,7,S047
R08563,O08563,P0265,2025-02-18,Changed Mind,9,S003
R08564,O08564,P0271,2025-03-12,Wrong Item,3,S031
R08565,O08565,P0094,2025-04-23,Damaged,5,S002
R08566,O08566,P0154,2025-04-04,Damaged,4,S028
R08567,O08567,P0394,2025-03-30,Wrong Item,9,S008
R08568,O08568,P0285,2025-02-27,Damaged,5,S011
R08569,O08569,P0080,2025-04-21,Defective,2,S012
R08570,O08570,P0292,2025-02-26,Changed Mind,1,S026
R08571,O08571,P0084,2025-03-18,Changed Mind,7,S030
R08572,O08572,P0365,2025-03-07,Wrong Item,1,S025
R08573,O08573,P0374,2025-02-25,Defective,8,S014
R08574,O08574,P0037,2025-04-24,Damaged,9,S033
R08575,O08575,P0342,2025-04-14,Changed Mind,7,S009
R08576,O08576,P0327,2025-04-13,Changed Mind,9,S017
R08577,O08577,P0407,2025-04-20,Changed Mind,6,S037
R08578,O08578,P0425,2025-05-01,Changed Mind,7,S029
R08579,O08579,P0232,2025-04-13,Expired,3,S047
R08580,O08580,P0093,2025-02-15,Wrong Item,9,S014
R08581,O08581,P0336,2025-02-15,Damaged,3,S049
R08582,O08582,P0102,2025-03-14,Damaged,6,S018
R08583,O08583,P0412,2025-04-14,Wrong Item,4,S002
R08584,O08584,P0432,2025-04-30,Defective,9,S045
R08585,O08585,P0166,2025-04-16,Wrong Item,1,S049
R08586,O08586,P0159,2025-02-12,Changed Mind,9,S001
R08587,O08587,P0014,2025-03-12,Changed Mind,4,S005
R08588,O08588,P0373,2025-04-08,Wrong Item,5,S040
R08589,O08589,P0225,2025-02-15,Wrong Item,1,S025
R08590,O08590,P0073,2025-03-03,Damaged,1,S031
R08591,O08591,P0249,2025-02-13,Damaged,6,S045
R08592,O08592,P0091,2025-04-12,Expired,1,S037
R08593,O08593,P0216,2025-03-05,Expired,2,S017
R08594,O08594,P0461,2025-03-18,Changed Mind,3,S047
R08595,O08595,P0090,2025-03-17,Expired,7,S015
R08596,O08596,P0029,2025-04-30,Expired,2,S011
R08597,O08597,P0435,2025-03-28,Defective,5,S031
R08598,O08598,P0305,2025-03-31,Wrong Item,9,S037
R08599,O08599,P0427,2025-02-14,Damaged,8,S005
R08600,O08600,P0476,2025-04-27,Expired,8,S009
R08601,O08601,P0220,2025-04-25,Damaged,2,S044
R08602,O08602,P0328,2025-03-08,Expired,1,S009
R08603,O08603,P0215,2025-03-23,Expired,9,S039
R08604,O08604,P0221,2025-03-22,Changed Mind,4,S025
R08605,O08605,P0389,2025-03-18,Defective,9,S039
R08606,O08606,P0042,2025-03-22,Wrong Item,7,S021
R08607,O08607,P0135,2025-02-22,Wrong Item,6,S031
R08608,O08608,P0042,2025-02-09,Changed Mind,9,S021
R08609,O08609,P0164,2025-04-07,Changed Mind,4,S046
R08610,O08610,P0361,2025-03-21,Wrong Item,1,S019
R08611,O08611,P0283,2025-04-12,Wrong Item,5,S002
R08612,O08612,P0058,2025-04-16,Defective,6,S017
R08613,O08613,P0302,2025-02-21,Expired,6,S026
R08614,O08614,P0322,2025-02-09,Defective,1,S002
R08615,O08615,P0025,2025-03-06,Wrong Item,7,S018
R08616,O08616,P0073,2025-02-20,Expired,8,S031
R08617,O08617,P0373,2025-04-19,Wrong Item,5,S040
R08618,O08618,P0411,2025-03-06,Defective,2,S022
R08619,O08619,P0129,2025-03-16,Defective,2,S043
R08620,O08620,P0087,2025-02-14,Defective,5,S048
R08621,O08621,P0330,2025-02-11,Expired,7,S015
R08622,O08622,P0426,2025-04-25,Damaged,7,S008
R08623,O08623,P0436,2025-03-06,Damaged,4,S036
R08624,O08624,P0153,2025-04-19,Wrong Item,3,S018
R08625,O08625,P0182,2025-04-13,Expired,9,S001
R08626,O08626,P0125,2025-02-14,Changed Mind,7,S006
R08627,O08627,P0067,2025-03-15,Damaged,2,S001
R08628,O08628,P0006,2025-04-18,Expired,1,S028
R08629,O08629,P0125,2025-03-23,Expired,2,S006
R08630,O08630,P0314,2025-04-26,Damaged,3,S010
R08631,O08631,P0326,2025-03-11,Expired,5,S009
R08632,O08632,P0053,2025-02-20,Expired,3,S037
R08633,O08633,P0066,2025-02-22,Damaged,9,S004
R08634,O08634,P0314,2025-04-10,Defective,4,S010
R08635,O08635,P0082,2025-02-12,Wrong Item,7,S044
R08636,O08636,P0087,2025-04-05,Changed Mind,4,S048
R08637,O08637,P0002,2025-02-14,Wrong Item,3,S009
R08638,O08638,P0204,2025-04-08,Defective,1,S043
R08639,O08639,P0150,2025-04-05,Defective,9,S019
R08640,O08640,P0293,2025-03-12,Expired,1,S004
R08641,O08641,P0404,2025-02-06,Wrong Item,1,S029
R08642,O08642,P0103,2025-02-11,Defective,1,S030
R08643,O08643,P0024,2025-03-26,Wrong Item,5,S001
R08644,O08644,P0368,2025-03-16,Defective,7,S025
R08645,O08645,P0212,2025-03-27,Changed Mind,7,S037
R08646,O08646,P0065,2025-02-16,Defective,1,S013
R08647,O08647,P0449,2025-02-15,Wrong Item,6,S023
R08648,O08648,P0209,2025-02-14,Expired,9,S035
R08649,O08649,P0251,2025-02-24,Wrong Item,6,S037
R08650,O08650,P0385,2025-02-03,Damaged,4,S002
R08651,O08651,P0117,2025-04-17,Wrong Item,9,S010
R08652,O08652,P0116,2025-03-11,Changed Mind,3,S004
R08653,O08653,P0237,2025-04-11,Changed Mind,4,S047
R08654,O08654,P0478,2025-03-16,Changed Mind,4,S014
R08655,O08655,P0105,2025-02-14,Defective,4,S027
R08656,O08656,P0495,2025-03-21,Changed Mind,6,S021
R08657,O08657,P0259,2025-04-28,Wrong Item,7,S030
R08658,O08658,P0046,2025-03-16,Expired,9,S017
R08659,O08659,P0311,2025-04-08,Changed Mind,3,S033
R08660,O08660,P0331,2025-03-13,Wrong Item,8,S024
R08661,O08661,P0216,2025-04-01,Defective,8,S017
R08662,O08662,P0470,2025-02-03,Defective,1,S037
R08663,O08663,P0448,2025-02-12,Expired,5,S008
R08664,O08664,P0492,2025-02-07,Expired,5,S001
R08665,O08665,P0301,2025-03-31,Wrong Item,8,S001
